RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,predicted_churn,customer_id,segment,age,gender,city,branch_code,annual_income_inr,credit_score,tenure_months,num_products_held,products_held,is_digital_user,preferred_channel,relationship_manager,has_loan,has_credit_card,has_investments,churn_flag,avg_monthly_balance_inr_mean,avg_monthly_balance_inr_std,avg_monthly_balance_inr_min,avg_monthly_balance_inr_max,num_debit_txns_mean,num_debit_txns_sum,num_credit_txns_mean,num_credit_txns_sum,digital_logins_mean,digital_logins_sum,branch_visits_mean,branch_visits_sum,total_complaints,avg_nps,balance_trend_slope,recency_ratio,complaint_month_pct,login_trend_slope,segment_enc,gender_enc,city_enc,branch_code_enc,products_held_enc,preferred_channel_enc,cluster
4757,15778005,Kemp,785,France,Female,39,1,130147.98,1,1,0,163798.41,1,0.14654861,0,CUST004757,Affluent,0.0,0,France,0,0.0,785.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,130147.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4758,15583278,Greece,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0,0.100153975,0,CUST004758,Mass,0.0,0,Spain,0,0.0,743.0,8.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,92716.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4759,15601263,Young,493,Spain,Female,48,7,0.0,2,1,0,48545.1,0,0.28276944,0,CUST004759,Mass,44.0,M,Bangalore,BR037,242956.0,793.0,11.0,1.0,Demat,1.0,Net_Banking,0.0,0.0,0.0,1.0,0.0,18906.8925,4367.01727456484,12766.77,26124.64,14.083333333333334,169.0,4.25,51.0,8.833333333333334,106.0,0.4166666666666667,5.0,1.0,6.916666666666667,-176.548916083916,1.202068597654145,0.0833333333333333,-0.0979020979020979,2.0,1.0,1.0,36.0,309.0,2.0,0.0
4760,15709222,Chukwueloka,557,Spain,Male,34,3,0.0,1,0,1,123427.98,0,0.10969105,0,CUST004760,Mass,62.0,F,Pune,BR011,558488.0,744.0,22.0,4.0,"Current,Savings,Demat,Insurance",1.0,Phone,0.0,0.0,0.0,1.0,0.0,42843.22833333333,11319.1915806449,27962.82,59710.27,15.0,180.0,4.416666666666667,53.0,7.75,93.0,0.8333333333333334,10.0,0.0,7.916666666666667,-1026.7589510489513,0.8370554997420289,0.0,0.0734265734265734,2.0,0.0,7.0,10.0,292.0,3.0,0.0
4761,15713949,Woods,850,France,Male,40,1,76914.21,1,1,0,174183.44,0,0.22994976,0,CUST004761,Mass,0.0,0,France,0,0.0,850.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,76914.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4762,15717706,Forbes,799,France,Female,32,3,106045.92,2,1,1,17938.0,0,0.059598297,0,CUST004762,Affluent,0.0,0,France,0,0.0,799.0,3.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,106045.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4763,15756071,Kang,756,France,Male,34,1,103133.26,1,1,1,90059.04,0,0.043520737,0,CUST004763,Affluent,62.0,M,Kolkata,BR011,1475481.0,835.0,11.0,4.0,"Demat,Insurance,Credit_Card,Savings",0.0,Branch,0.0,0.0,1.0,1.0,0.0,126149.36416666668,21940.37974410133,92087.49,157747.14,16.0,192.0,4.166666666666667,50.0,0.0,0.0,1.5,18.0,1.0,8.166666666666666,1447.302902097902,1.1483488882585433,0.0833333333333333,0.0,0.0,1.0,5.0,10.0,393.0,0.0,0.0
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,0.07371842,0,CUST004764,Affluent,0.0,0,France,0,0.0,752.0,0.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,145974.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4765,15657637,Ts'ui,696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,0.45079473,0,CUST004765,HNI,46.0,M,Chennai,BR040,4151152.0,792.0,106.0,3.0,"FD,Loan,Current",1.0,Net_Banking,0.0,1.0,0.0,0.0,0.0,302486.1275,84790.10263745605,208009.66,471802.38,15.75,189.0,4.916666666666667,59.0,7.0,84.0,0.5833333333333334,7.0,3.0,8.166666666666666,3963.376818181817,1.1398774273202157,0.25,-0.2027972027972027,1.0,1.0,2.0,39.0,582.0,2.0,2.0
4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,0.19731149,0,CUST004766,Mass,0.0,0,Spain,0,0.0,630.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4767,15719858,Chao,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0,0.031316437,0,CUST004767,Mass,56.0,F,Mumbai,BR038,506349.0,834.0,74.0,2.0,"Insurance,Loan",0.0,Branch,0.0,1.0,0.0,1.0,0.0,42432.15916666667,8776.334881041752,32347.15,56939.62,17.083333333333332,205.0,6.333333333333333,76.0,0.0,0.0,2.083333333333333,25.0,2.0,7.916666666666667,297.8642307692307,1.1738699657072502,0.1666666666666666,0.0,2.0,0.0,6.0,37.0,733.0,0.0,0.0
4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0,0.013825128,0,CUST004768,NRI,68.0,F,Pune,BR039,3029432.0,654.0,79.0,2.0,"Savings,Loan",0.0,Branch,1.0,1.0,0.0,0.0,1.0,158939.57916666666,64077.99950728735,83047.09,284577.29,9.416666666666666,113.0,3.8333333333333335,46.0,0.0,0.0,1.0,12.0,3.0,4.333333333333333,10388.40667832168,1.446669181186628,0.25,0.0,3.0,0.0,7.0,38.0,1069.0,0.0,1.0
4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1,0.13506396,0,CUST004769,Affluent,38.0,M,Kolkata,BR028,1212107.0,795.0,40.0,4.0,"Demat,Credit_Card,FD,Savings",1.0,Phone,0.0,0.0,1.0,1.0,0.0,84499.58750000001,22028.227332232836,63715.75,131729.07,14.5,174.0,4.166666666666667,50.0,9.5,114.0,0.3333333333333333,4.0,0.0,7.666666666666667,-1554.1084265734266,0.7549511716949066,0.0,-0.1398601398601398,0.0,1.0,5.0,27.0,321.0,3.0,0.0
4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0.090168186,0,CUST004770,Affluent,0.0,0,Spain,0,0.0,559.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,139183.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4771,15761506,Russell,615,Spain,Male,19,5,0.0,2,1,0,159920.92,0,0.013439573,0,CUST004771,Mass,31.0,M,Bangalore,BR037,260184.0,704.0,56.0,1.0,Current,1.0,Mobile,0.0,0.0,0.0,0.0,0.0,19837.00333333333,4888.294548976312,13529.44,28155.31,15.25,183.0,5.25,63.0,7.583333333333333,91.0,0.75,9.0,1.0,5.666666666666667,-250.7812587412588,0.7832902114510344,0.0833333333333333,0.0384615384615384,2.0,1.0,1.0,36.0,158.0,1.0,0.0
4772,15716619,Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,0.4624259,0,CUST004772,Mass,67.0,F,Chennai,BR029,413036.0,773.0,13.0,1.0,FD,1.0,Branch,0.0,0.0,0.0,0.0,0.0,34031.27,7242.117611387132,22302.42,47854.72,16.583333333333332,199.0,4.583333333333333,55.0,8.416666666666666,101.0,0.6666666666666666,8.0,1.0,7.75,-375.800839160839,0.9683867669016086,0.0833333333333333,-0.2272727272727273,2.0,0.0,2.0,28.0,473.0,0.0,0.0
4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,0.20426732,0,CUST004773,Affluent,26.0,M,Bangalore,BR009,650135.0,711.0,80.0,2.0,"Current,Savings",1.0,Net_Banking,0.0,0.0,0.0,0.0,0.0,52157.06666666667,10841.046008581823,37592.59,70178.15,15.5,186.0,4.5,54.0,7.0,84.0,0.5833333333333334,7.0,1.0,8.083333333333334,144.8781118881117,0.9298601402962958,0.0833333333333333,0.1468531468531468,0.0,1.0,1.0,8.0,284.0,2.0,0.0
4774,15709451,Gordon,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0,0.09532482,0,CUST004774,Mass,65.0,F,Delhi,BR004,334309.0,733.0,25.0,4.0,"FD,Loan,Demat,Credit_Card",1.0,Phone,0.0,1.0,1.0,1.0,0.0,25467.0975,4059.3396118628257,18572.36,31730.71,14.583333333333334,175.0,6.083333333333333,73.0,7.25,87.0,0.5833333333333334,7.0,1.0,8.083333333333334,-196.26933566433584,0.9034817037183186,0.0833333333333333,0.0804195804195804,2.0,0.0,3.0,3.0,586.0,3.0,0.0
4775,15640421,Conway,811,France,Female,35,7,0.0,1,1,1,178.19,0,0.09211793,0,CUST004775,Mass,0.0,0,France,0,0.0,811.0,7.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4776,15580068,Buccho,526,Spain,Male,35,5,0.0,2,1,1,105618.14,0,0.0142952455,0,CUST004776,Affluent,25.0,M,Bangalore,BR002,997222.0,676.0,24.0,3.0,"Savings,Credit_Card,Current",1.0,Mobile,0.0,0.0,1.0,0.0,0.0,86302.15333333334,20251.50629611102,56907.98,115106.45,15.416666666666666,185.0,5.0,60.0,7.666666666666667,92.0,0.3333333333333333,4.0,1.0,8.666666666666666,4.724125874126301,0.8983008522558633,0.0833333333333333,0.0839160839160838,0.0,1.0,1.0,1.0,941.0,1.0,0.0
4777,15677123,Aksyonova,767,Spain,Male,37,7,0.0,2,1,1,24734.25,0,0.015368213,0,CUST004777,Mass,0.0,0,Spain,0,0.0,767.0,7.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4778,15619801,Batty,548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0.13604952,0,CUST004778,Mass,0.0,0,France,0,0.0,548.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,80107.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4779,15582246,Rowe,737,Spain,Female,45,2,0.0,2,0,1,177695.67,0,0.08775736,0,CUST004779,Mass,0.0,0,Spain,0,0.0,737.0,2.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4780,15711843,Pisani,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,0.7673661,1,CUST004780,Mass,37.0,M,Hyderabad,BR031,247598.0,706.0,109.0,2.0,"Current,Savings",1.0,Mobile,0.0,0.0,0.0,0.0,0.0,20265.5725,4450.590122017784,12955.42,27828.47,14.0,168.0,4.0,48.0,8.333333333333334,100.0,0.5,6.0,0.0,7.333333333333333,-144.5498951048951,1.060020143150149,0.0,-0.1328671328671329,2.0,1.0,4.0,30.0,284.0,1.0,0.0
4781,15680046,Onochie,711,Spain,Male,36,8,0.0,2,1,0,55207.41,0,0.0342202,0,CUST004781,Mass,0.0,0,Spain,0,0.0,711.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,0.741871,1,CUST004782,Mass,0.0,0,Spain,0,0.0,850.0,7.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,65407.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4783,15722611,Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,0.23144954,0,CUST004783,Mass,46.0,F,Mumbai,BR023,345208.0,664.0,8.0,1.0,Savings,1.0,Mobile,0.0,0.0,0.0,0.0,0.0,31483.49,8111.824197642262,18224.91,40138.11,14.75,177.0,5.916666666666667,71.0,8.166666666666666,98.0,0.5833333333333334,7.0,1.0,8.833333333333334,689.2419580419578,1.1240016428974375,0.0833333333333333,0.0629370629370629,2.0,0.0,6.0,22.0,939.0,1.0,0.0
4784,15729224,Jennings,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0.05518003,0,CUST004784,Mass,56.0,M,Chennai,BR012,208929.0,835.0,17.0,2.0,"Current,Demat",0.0,Branch,0.0,0.0,0.0,1.0,1.0,10029.775833333331,3881.982462698568,4454.77,16458.55,10.583333333333334,127.0,3.083333333333333,37.0,0.0,0.0,1.3333333333333333,16.0,2.0,4.25,848.0138111888111,1.5253454713762495,0.1666666666666666,0.0,2.0,1.0,2.0,11.0,184.0,0.0,1.0
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,0.6136464,1,CUST004785,Affluent,0.0,0,Spain,0,0.0,664.0,7.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,187602.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4786,15702138,Swift,510,France,Female,22,3,156834.34,1,0,0,44374.44,0,0.041590523,0,CUST004786,Mass,49.0,M,Ahmedabad,BR004,202338.0,760.0,73.0,4.0,"Insurance,Loan,Demat,Savings",1.0,Net_Banking,0.0,1.0,0.0,1.0,1.0,10511.066666666668,3797.512049842234,5035.12,16112.78,8.916666666666666,107.0,1.5,18.0,4.75,57.0,0.6666666666666666,8.0,2.0,3.75,858.8034265734265,1.533897436911281,0.1666666666666666,0.3881118881118881,2.0,1.0,0.0,3.0,748.0,2.0,1.0
4787,15749799,Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,0,0.03358985,0,CUST004787,Affluent,42.0,F,Pune,BR003,708225.0,612.0,31.0,5.0,"Demat,Insurance,Savings,Current,Credit_Card",0.0,Branch,0.0,0.0,1.0,1.0,0.0,55672.51,13128.128200181469,38887.18,81887.87,13.666666666666666,164.0,5.583333333333333,67.0,0.0,0.0,2.0,24.0,1.0,7.25,-149.48573426573407,0.7603901254189259,0.0833333333333333,0.0,0.0,0.0,7.0,2.0,413.0,0.0,0.0
4788,15752885,Nnonso,529,France,Male,42,1,157498.9,1,1,1,82276.62,0,0.08805101,0,CUST004788,Mass,46.0,M,Hyderabad,BR003,416786.0,601.0,12.0,1.0,Current,1.0,Phone,0.0,0.0,0.0,0.0,0.0,32934.665,8453.6387266673,23895.85,46054.74,13.75,165.0,5.5,66.0,6.416666666666667,77.0,0.3333333333333333,4.0,0.0,6.916666666666667,701.51986013986,1.0992310553153584,0.0,0.0034965034965034,2.0,1.0,4.0,2.0,158.0,3.0,0.0
4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0.13611385,0,CUST004789,Mass,0.0,0,Spain,0,0.0,757.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4790,15743828,Stevens,691,France,Male,41,2,0.0,1,1,1,56850.92,1,0.16473831,0,CUST004790,Affluent,32.0,M,Ahmedabad,BR026,1174655.0,714.0,115.0,3.0,"Savings,FD,Insurance",0.0,Branch,0.0,0.0,0.0,1.0,1.0,61514.0625,25024.13441807587,40089.11,108754.48,9.916666666666666,119.0,3.583333333333333,43.0,0.0,0.0,1.4166666666666667,17.0,2.0,4.25,5432.131153846154,2.1113101491545105,0.1666666666666666,0.0,0.0,1.0,0.0,25.0,1033.0,0.0,1.0
4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,0,0,47972.65,0,0.113105394,0,CUST004791,Mass,0.0,0,Spain,0,0.0,621.0,8.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0,0.029855015,0,CUST004792,Mass,65.0,M,Hyderabad,BR020,375212.0,680.0,13.0,2.0,"Credit_Card,Insurance",1.0,Mobile,0.0,0.0,1.0,1.0,0.0,29884.568333333333,6030.642562088197,20396.8,38797.99,14.083333333333334,169.0,6.5,78.0,7.5,90.0,0.5,6.0,2.0,7.75,392.1483216783215,0.977564696716016,0.1666666666666666,0.0279720279720279,2.0,1.0,4.0,19.0,77.0,1.0,0.0
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0,0.019767707,0,CUST004793,Mass,60.0,F,Kolkata,BR047,582156.0,790.0,50.0,3.0,"Credit_Card,FD,Insurance",0.0,Branch,0.0,0.0,1.0,1.0,0.0,42908.14833333334,13956.74371095391,29736.37,65115.86,15.083333333333334,181.0,5.0,60.0,0.0,0.0,1.25,15.0,0.0,7.666666666666667,1101.5258741258745,0.9883201384957692,0.0,0.0,2.0,0.0,5.0,46.0,63.0,0.0,0.0
4794,15787322,Yeh,788,France,Female,41,6,0.0,1,1,1,25571.37,0,0.21751495,0,CUST004794,Mass,26.0,F,Chennai,BR017,577137.0,732.0,11.0,3.0,"Savings,FD,Current",1.0,Phone,0.0,0.0,0.0,0.0,0.0,48977.84166666667,9584.58305076518,36314.22,66898.16,14.666666666666666,176.0,5.833333333333333,70.0,7.416666666666667,89.0,0.25,3.0,0.0,7.75,510.4516083916087,1.12889783065949,0.0,-0.458041958041958,2.0,0.0,2.0,16.0,1024.0,3.0,0.0
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0.25893348,0,CUST004795,Affluent,66.0,F,Delhi,BR043,1138401.0,684.0,101.0,3.0,"Demat,Current,Insurance",1.0,Phone,0.0,0.0,0.0,1.0,1.0,57328.78,18959.470329013075,33037.83,104011.25,10.25,123.0,2.9166666666666665,35.0,6.083333333333333,73.0,0.75,9.0,3.0,4.25,2754.3290909090906,1.4864015043507746,0.25,0.9545454545454546,0.0,0.0,3.0,42.0,351.0,3.0,1.0
4796,15691387,Agafonova,483,France,Male,29,9,0.0,1,1,1,81634.45,0,0.04353384,0,CUST004796,Mass,0.0,0,France,0,0.0,483.0,9.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,0.039133955,0,CUST004797,Affluent,0.0,0,Spain,0,0.0,719.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,100829.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0.18757603,0,CUST004798,Mass,53.0,M,Hyderabad,BR029,555629.0,716.0,10.0,2.0,"Credit_Card,Insurance",1.0,Net_Banking,0.0,0.0,1.0,1.0,0.0,44741.45416666666,13679.896767320124,27782.03,61890.53,15.416666666666666,185.0,5.916666666666667,71.0,9.083333333333334,109.0,0.3333333333333333,4.0,1.0,8.916666666666666,-579.2762587412586,0.9530948963012656,0.0833333333333333,-0.0034965034965035,2.0,1.0,4.0,28.0,77.0,2.0,0.0
4799,15627377,Sabbatini,593,France,Male,41,6,0.0,2,1,1,99136.49,0,0.014811674,0,CUST004799,Mass,0.0,0,France,0,0.0,593.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,15656683,Johnson,551,France,Male,52,1,0.0,1,0,0,63584.55,1,0.7925484,1,CUST004800,Mass,0.0,0,France,0,0.0,551.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,15679810,Chapman,690,France,Male,39,6,0.0,2,1,0,160532.88,0,0.03958233,0,CUST004801,HNI,28.0,M,Kolkata,BR042,3875436.0,798.0,25.0,3.0,"Loan,Demat,FD",0.0,Branch,1.0,1.0,0.0,1.0,0.0,317619.32916666666,73905.21198455509,233843.13,428712.14,13.916666666666666,167.0,4.333333333333333,52.0,0.0,0.0,1.5833333333333333,19.0,0.0,9.0,7589.031153846155,1.271357597954042,0.0,0.0,1.0,1.0,5.0,41.0,847.0,0.0,2.0
4802,15606310,Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0,0.12710214,0,CUST004802,Affluent,0.0,0,France,0,0.0,823.0,5.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,149105.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,15756871,Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,0.2861197,0,CUST004803,HNI,66.0,M,Hyderabad,BR045,3166393.0,804.0,48.0,2.0,"Loan,Demat",0.0,Branch,1.0,1.0,0.0,1.0,1.0,163478.32333333333,45306.67177990543,103797.8,243621.3,10.416666666666666,125.0,3.0,36.0,0.0,0.0,1.4166666666666667,17.0,3.0,5.0,5207.695314685314,1.2341791394261783,0.25,0.0,1.0,1.0,4.0,44.0,834.0,0.0,1.0
4804,15610002,Chidubem,802,Spain,Male,41,5,0.0,2,1,1,134626.3,0,0.017336441,0,CUST004804,Affluent,67.0,M,Mumbai,BR032,1022923.0,765.0,12.0,2.0,"FD,Credit_Card",1.0,Mobile,0.0,0.0,1.0,0.0,0.0,84427.13583333333,23169.52114800055,52260.67,117937.25,15.666666666666666,188.0,4.75,57.0,7.25,87.0,0.5833333333333334,7.0,0.0,7.166666666666667,-4129.19444055944,0.8451892930716155,0.0,-0.2062937062937062,0.0,1.0,6.0,31.0,474.0,1.0,0.0
4805,15567802,Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93,0,0.06452513,0,CUST004805,Mass,0.0,0,Spain,0,0.0,450.0,2.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4806,15745452,Sun,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0,0.52658564,1,CUST004806,Mass,0.0,0,Germany,0,0.0,651.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,90218.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4807,15617252,Lung,697,France,Female,33,1,87347.7,1,1,0,172524.51,0,0.09665933,0,CUST004807,Mass,0.0,0,France,0,0.0,697.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,87347.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4808,15753248,Tao,611,France,Male,28,2,0.0,2,0,0,25395.83,0,0.016862778,0,CUST004808,Mass,58.0,F,Chennai,BR022,447749.0,733.0,6.0,2.0,"Demat,Current",1.0,Net_Banking,0.0,0.0,0.0,1.0,0.0,37929.11666666667,9414.07250388513,25676.95,51376.55,16.333333333333332,196.0,5.166666666666667,62.0,7.833333333333333,94.0,0.3333333333333333,4.0,2.0,7.5,-1130.481328671329,0.9105664908873614,0.1666666666666666,-0.0279720279720279,2.0,0.0,2.0,21.0,338.0,2.0,0.0
4809,15610755,Napolitano,643,France,Female,33,0,137811.75,1,1,1,184856.89,0,0.08353589,0,CUST004809,HNI,37.0,M,Mumbai,BR005,3431790.0,733.0,80.0,4.0,"Demat,FD,Loan,Insurance",1.0,Phone,0.0,1.0,0.0,1.0,0.0,283805.3466666667,76051.13557993325,173725.39,394910.2,17.0,204.0,5.333333333333333,64.0,8.833333333333334,106.0,0.4166666666666667,5.0,1.0,7.833333333333333,16800.766293706292,1.4042930530039195,0.0833333333333333,0.6363636363636364,1.0,1.0,6.0,4.0,381.0,3.0,2.0
4810,15662238,Davis,822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0.13278565,0,CUST004810,Affluent,0.0,0,France,0,0.0,822.0,3.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,105563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
